point_id,lat,lon,bearing,arm_direction,intersection_idx
pt_000332,39.97427781980482,-75.14582994631532,180,0,83
pt_000333,39.97422132237796,-75.14576072105167,270,90,83
pt_000334,39.97416806290702,-75.14583415462043,0,180,83
pt_000335,39.974224560289684,-75.14590337989085,90,270,83
pt_000336,39.97417118424812,-75.14502070520422,180,0,84
pt_000337,39.97411468633401,-75.14495148072258,270,90,84
pt_000338,39.974061427381265,-75.14502491481073,0,180,84
pt_000339,39.97411792525118,-75.14509413929918,90,270,84
pt_000340,39.97405464436561,-75.14416087395166,180,0,85
pt_000341,39.97399814593378,-75.14409165030423,270,90,85
pt_000342,39.973944887531616,-75.14416508494072,0,180,85
pt_000343,39.97400138591924,-75.14423430859496,90,270,85
pt_000344,39.973947763362574,-75.14064080992758,180,0,86
pt_000345,39.97389126281146,-75.1405715893179,270,90,86
pt_000346,39.973838006664415,-75.14064502659957,0,180,86
pt_000347,39.973894507171345,-75.14071424721607,90,270,86
pt_000348,39.973989031264914,-75.14365500543053,180,0,87
pt_000349,39.973932532528494,-75.14358578227088,270,90,87
pt_000350,39.97387927445026,-75.14365921723315,0,180,87
pt_000351,39.973935773142486,-75.14372844039961,90,270,87
pt_000352,39.97388400132391,-75.13995393039347,180,0,88
pt_000353,39.97382750035926,-75.13988471042032,270,90,88
pt_000354,39.97377424465216,-75.13995814817171,0,180,88
pt_000355,39.97383074557262,-75.14002736815169,90,270,88
pt_000356,39.97387453028689,-75.14088551039598,180,0,89
pt_000357,39.97381802988306,-75.14081628965734,270,90,89
pt_000358,39.97376477357903,-75.1408897266679,0,180,89
pt_000359,39.973821273938654,-75.14095894741334,90,270,89
pt_000360,39.973930820611386,-75.14321383078598,180,0,90
pt_000361,39.973874321609316,-75.14314460805272,270,90,90
pt_000362,39.97382106381359,-75.14321804329808,0,180,90
pt_000363,39.97387756277145,-75.14328726603814,90,270,90
pt_000364,39.973793160637214,-75.13925114555919,180,0,91
pt_000365,39.97373665924943,-75.13918192626338,270,90,91
pt_000366,39.973683403992396,-75.1392553644677,0,180,91
pt_000367,39.97373990533598,-75.13932458377033,90,270,91
pt_000368,39.97386599396706,-75.14272404362474,180,0,92
pt_000369,39.97380949467013,-75.1426548213651,270,90,92
pt_000370,39.973756237188034,-75.14272825692447,0,180,92
pt_000371,39.973812736440806,-75.14279747919095,90,270,92
pt_000372,39.97381117912323,-75.14230018968642,180,0,93
pt_000373,39.97375467957109,-75.14223096783533,270,90,93
pt_000374,39.97370142236043,-75.14230440366784,0,180,93
pt_000375,39.97375792186837,-75.14237362552578,90,270,93
pt_000376,39.97371929440305,-75.13866673962877,180,0,94
pt_000377,39.9736627926634,-75.13859752089452,270,90,94
pt_000378,39.97360953778061,-75.13867095947728,0,180,94
pt_000379,39.97366603947604,-75.13874017821836,90,270,94
pt_000380,39.97377913149532,-75.14205037050961,180,0,95
pt_000381,39.97372263179274,-75.14198114889902,270,90,95
pt_000382,39.973669374742045,-75.14205458489282,0,180,95
pt_000383,39.97372587440044,-75.14212380651023,90,270,95
pt_000384,39.97374410139007,-75.14176909634261,180,0,96
pt_000385,39.97368760151815,-75.14169987500178,270,90,96
pt_000386,39.97363434464758,-75.14177331117828,0,180,96
pt_000387,39.97369084447533,-75.14184253252594,90,270,96
pt_000388,39.97364471971279,-75.13808843198083,180,0,97
pt_000389,39.97358821762498,-75.13801921380379,270,90,97
pt_000390,39.97353496311251,-75.13809265275944,0,180,97
pt_000391,39.97359146515614,-75.13816187094332,90,270,97
pt_000392,39.973583285413135,-75.13759846424799,180,0,98
pt_000393,39.973526783030316,-75.13752924654125,270,90,98
pt_000394,39.97347352883166,-75.13760268581471,0,180,98
pt_000395,39.97353003117026,-75.13767190352829,90,270,98
pt_000396,39.97348572571826,-75.13685940023211,180,0,99
pt_000397,39.97342922289051,-75.13679018323977,270,90,99
pt_000398,39.97337596916513,-75.13686362298733,0,180,99
pt_000399,39.9734324719487,-75.1369328399865,90,270,99
pt_000400,39.973313407925566,-75.13595239935741,180,0,100
pt_000401,39.973256904551725,-75.13588318329542,270,90,100
pt_000402,39.973203651407054,-75.1359566235679,0,180,100
pt_000403,39.973260154736714,-75.13602583963673,90,270,100
pt_000404,39.973223000127,-75.13547556288128,180,0,101
pt_000405,39.97316649646607,-75.13540634730819,270,90,101
pt_000406,39.973113243626685,-75.13547978785687,0,180,101
pt_000407,39.97316974724343,-75.13554900343678,90,270,101
pt_000408,39.97312414717804,-75.13493031150591,180,0,102
pt_000409,39.97306764318885,-75.13486109648728,270,90,102
pt_000410,39.97301439069857,-75.13493453735664,0,180,102
pt_000411,39.973070894643584,-75.1350037523821,90,270,102
pt_000412,39.97307386591296,-75.14340645084367,180,0,103
pt_000413,39.97301736702657,-75.14333722882373,270,90,103
pt_000414,39.972964109104964,-75.14341066299129,0,180,103
pt_000415,39.97302060794718,-75.14347988501802,90,270,103
pt_000416,39.97301688573446,-75.14295690270534,180,0,104
pt_000417,39.97296038657739,-75.14288768111753,270,90,104
pt_000418,39.97290712894367,-75.14296111557604,0,180,104
pt_000419,39.972963628056554,-75.14303033717067,90,270,104
pt_000420,39.97295225896724,-75.14247699757823,180,0,105
pt_000421,39.972895759521215,-75.14240777645558,270,90,105
pt_000422,39.97284250219481,-75.14248121122058,0,180,105
pt_000423,39.97289900159662,-75.14255043235005,90,270,105
pt_000424,39.972570627735024,-75.1395155782839,180,0,106
pt_000425,39.972514126505985,-75.13944636001426,270,90,106
pt_000426,39.972460871076024,-75.13951979668909,0,180,106
pt_000427,39.97251737226087,-75.13958901496555,90,270,106
pt_000428,39.97262967932419,-75.14395607821902,180,0,107
pt_000429,39.97257318076855,-75.14388685619458,270,90,107
pt_000430,39.972519922493504,-75.14396028945073,0,180,107
pt_000431,39.97257642100499,-75.14402951148197,90,270,107
pt_000432,39.97253527431369,-75.14143317457996,180,0,108
pt_000433,39.97247877423912,-75.14136395475086,270,90,108
pt_000434,39.97242551758035,-75.14143738988355,0,180,108
pt_000435,39.97248201761076,-75.14150660971949,90,270,108
pt_000436,39.97245232326796,-75.14201099042955,180,0,109
pt_000437,39.97239582354119,-75.14194177020423,270,90,109
pt_000438,39.972342566511955,-75.14201520479408,0,180,109
pt_000439,39.97239906619453,-75.14208442502621,90,270,109
pt_000440,39.97673090118951,-75.14357155038314,180,0,110
pt_000441,39.97667440240395,-75.1435023244977,270,90,110
pt_000442,39.97662114438712,-75.14357576249071,0,180,110
pt_000443,39.97667764312847,-75.14364498838296,90,270,110
